Index,Elevation.1,Elevation.2,Leg distance.1,Leg distance.2,Leg time,Leg speed.1,Leg speed.2,Leg course,Time,Position
1781,10684,m,3,km,12:00:13 AM,844,km/h,234.8° true,10/26/2021 15:45,N46° 58.471' W14° 24.679'
1782,10682,m,2.8,km,12:00:12 AM,843,km/h,234.8° true,10/26/2021 15:45,N46° 57.524' W14° 26.645'
1783,10685,m,2.6,km,12:00:11 AM,845,km/h,234.8° true,10/26/2021 15:45,N46° 56.650' W14° 28.456'
1784,10689,m,2.6,km,12:00:11 AM,844,km/h,234.8° true,10/26/2021 15:45,N46° 55.848' W14° 30.121'
1785,10691,m,3.3,km,12:00:14 AM,843,km/h,234.7° true,10/26/2021 15:46,N46° 55.046' W14° 31.782'
1786,10694,m,2.6,km,12:00:11 AM,844,km/h,234.7° true,10/26/2021 15:46,N46° 54.026' W14° 33.894'
1787,10694,m,2.6,km,12:00:11 AM,842,km/h,234.7° true,10/26/2021 15:46,N46° 53.222' W14° 35.553'
1788,10695,m,3,km,12:00:13 AM,839,km/h,234.6° true,10/26/2021 15:46,N46° 52.421' W14° 37.207'
1789,10688,m,2.6,km,12:00:11 AM,841,km/h,234.7° true,10/26/2021 15:46,N46° 51.474' W14° 39.154'
1790,10691,m,3.3,km,12:00:14 AM,841,km/h,234.7° true,10/26/2021 15:47,N46° 50.673' W14° 40.807'
1791,10693,m,2.3,km,12:00:10 AM,841,km/h,234.7° true,10/26/2021 15:47,N46° 49.653' W14° 42.910'
1792,10699,m,2.1,km,12:00:09 AM,842,km/h,234.6° true,10/26/2021 15:47,N46° 48.925' W14° 44.413'
1793,10707,m,2.3,km,12:00:10 AM,841,km/h,234.6° true,10/26/2021 15:47,N46° 48.268' W14° 45.764'
1794,10708,m,2.1,km,12:00:09 AM,840,km/h,234.5° true,10/26/2021 15:47,N46° 47.538' W14° 47.263'
1795,10704,m,2.1,km,12:00:09 AM,839,km/h,234.5° true,10/26/2021 15:47,N46° 46.880' W14° 48.610'
1796,10700,m,2.3,km,12:00:10 AM,840,km/h,234.5° true,10/26/2021 15:48,N46° 46.224' W14° 49.954'
1797,10699,m,2.3,km,12:00:10 AM,839,km/h,234.5° true,10/26/2021 15:48,N46° 45.494' W14° 51.449'
1798,10698,m,2.1,km,12:00:09 AM,840,km/h,234.3° true,10/26/2021 15:48,N46° 44.765' W14° 52.941'
1799,10699,m,2.1,km,12:00:09 AM,839,km/h,234.4° true,10/26/2021 15:48,N46° 44.106' W14° 54.283'
1800,10698,m,3.3,km,12:00:14 AM,839,km/h,234.4° true,10/26/2021 15:48,N46° 43.447' W14° 55.623'
1801,10702,m,2.6,km,12:00:11 AM,838,km/h,234.5° true,10/26/2021 15:48,N46° 42.423' W14° 57.709'
1802,10706,m,3.3,km,12:00:14 AM,837,km/h,234.4° true,10/26/2021 15:49,N46° 41.621' W14° 59.347'
1803,10699,m,2.8,km,12:00:12 AM,837,km/h,234.3° true,10/26/2021 15:49,N46° 40.600' W15° 01.427'
1804,10698,m,2.8,km,12:00:12 AM,838,km/h,234.3° true,10/26/2021 15:49,N46° 39.723' W15° 03.207'
1805,10692,m,2.8,km,12:00:12 AM,838,km/h,234.5° true,10/26/2021 15:49,N46° 38.844' W15° 04.987'
1806,10697,m,2.3,km,12:00:10 AM,837,km/h,234.2° true,10/26/2021 15:49,N46° 37.969' W15° 06.771'
1807,10699,m,2.6,km,12:00:11 AM,836,km/h,234.3° true,10/26/2021 15:50,N46° 37.236' W15° 08.251'
1808,10698,m,2.8,km,12:00:12 AM,836,km/h,234.2° true,10/26/2021 15:50,N46° 36.431' W15° 09.879'
1809,10705,m,3,km,12:00:13 AM,836,km/h,234.2° true,10/26/2021 15:50,N46° 35.553' W15° 11.652'
1810,10705,m,2.6,km,12:00:11 AM,836,km/h,234.2° true,10/26/2021 15:50,N46° 34.601' W15° 13.572'
1811,10697,m,2.6,km,12:00:11 AM,836,km/h,234.1° true,10/26/2021 15:50,N46° 33.794' W15° 15.196'
1812,10688,m,2.6,km,12:00:11 AM,836,km/h,234.1° true,10/26/2021 15:51,N46° 32.986' W15° 16.818'
1813,10685,m,3,km,12:00:13 AM,836,km/h,234.2° true,10/26/2021 15:51,N46° 32.180' W15° 18.440'
1814,10694,m,2.8,km,12:00:12 AM,835,km/h,234.3° true,10/26/2021 15:51,N46° 31.228' W15° 20.359'
1815,10697,m,2.1,km,12:00:09 AM,835,km/h,234.2° true,10/26/2021 15:51,N46° 30.351' W15° 22.129'
1816,10691,m,2.8,km,12:00:12 AM,835,km/h,234.2° true,10/26/2021 15:51,N46° 29.693' W15° 23.455'
1817,10701,m,2.3,km,12:00:10 AM,835,km/h,234.1° true,10/26/2021 15:52,N46° 28.814' W15° 25.222'
1818,10704,m,2.6,km,12:00:11 AM,835,km/h,234.1° true,10/26/2021 15:52,N46° 28.080' W15° 26.692'
1819,10700,m,2.3,km,12:00:10 AM,834,km/h,234.1° true,10/26/2021 15:52,N46° 27.272' W15° 28.309'
1820,10698,m,1.6,km,12:00:07 AM,833,km/h,234.1° true,10/26/2021 15:52,N46° 26.540' W15° 29.778'
1821,10700,m,2.5,km,12:00:11 AM,833,km/h,234.1° true,10/26/2021 15:52,N46° 26.028' W15° 30.804'
1822,10699,m,2.3,km,12:00:10 AM,833,km/h,234.0° true,10/26/2021 15:52,N46° 25.223' W15° 32.416'
1823,10698,m,2.3,km,12:00:10 AM,832,km/h,234.0° true,10/26/2021 15:53,N46° 24.490' W15° 33.879'
1824,10694,m,2.5,km,12:00:11 AM,831,km/h,233.9° true,10/26/2021 15:53,N46° 23.758' W15° 35.339'
1825,10695,m,2.5,km,12:00:11 AM,830,km/h,233.9° true,10/26/2021 15:53,N46° 22.951' W15° 36.943'
1826,10696,m,2.8,km,12:00:12 AM,829,km/h,233.9° true,10/26/2021 15:53,N46° 22.145' W15° 38.544'
1827,10690,m,3,km,12:00:13 AM,829,km/h,233.9° true,10/26/2021 15:53,N46° 21.267' W15° 40.288'
1828,10689,m,3,km,12:00:13 AM,828,km/h,233.8° true,10/26/2021 15:54,N46° 20.316' W15° 42.174'
1829,10684,m,2.3,km,12:00:10 AM,828,km/h,233.8° true,10/26/2021 15:54,N46° 19.363' W15° 44.057'
1830,10684,m,3.2,km,12:00:14 AM,828,km/h,233.8° true,10/26/2021 15:54,N46° 18.631' W15° 45.504'
1831,10684,m,3.2,km,12:00:14 AM,827,km/h,233.9° true,10/26/2021 15:54,N46° 17.605' W15° 47.531'
1832,10682,m,2.5,km,12:00:11 AM,828,km/h,233.9° true,10/26/2021 15:54,N46° 16.582' W15° 49.557'
1833,10682,m,2.3,km,12:00:10 AM,827,km/h,233.8° true,10/26/2021 15:55,N46° 15.778' W15° 51.150'
1834,10687,m,2.3,km,12:00:10 AM,827,km/h,233.7° true,10/26/2021 15:55,N46° 15.046' W15° 52.595'
1835,10691,m,2.3,km,12:00:10 AM,827,km/h,233.8° true,10/26/2021 15:55,N46° 14.314' W15° 54.039'
1836,10698,m,3,km,12:00:13 AM,827,km/h,233.8° true,10/26/2021 15:55,N46° 13.582' W15° 55.484'
1837,10698,m,3,km,12:00:13 AM,828,km/h,233.8° true,10/26/2021 15:55,N46° 12.631' W15° 57.362'
1838,10696,m,2.3,km,12:00:10 AM,829,km/h,233.7° true,10/26/2021 15:55,N46° 11.679' W15° 59.239'
1839,10695,m,3.2,km,12:00:14 AM,829,km/h,233.5° true,10/26/2021 15:56,N46° 10.944' W16° 00.684'
1840,10696,m,2.5,km,12:00:11 AM,828,km/h,233.6° true,10/26/2021 15:56,N46° 09.912' W16° 02.703'
1841,10697,m,3.7,km,12:00:16 AM,828,km/h,233.6° true,10/26/2021 15:56,N46° 09.101' W16° 04.287'
1842,10706,m,3,km,12:00:13 AM,828,km/h,233.6° true,10/26/2021 15:56,N46° 07.924' W16° 06.592'
1843,10705,m,3.2,km,12:00:14 AM,829,km/h,233.5° true,10/26/2021 15:57,N46° 06.966' W16° 08.462'
1844,10689,m,2.3,km,12:00:10 AM,828,km/h,233.5° true,10/26/2021 15:57,N46° 05.933' W16° 10.477'
1845,10683,m,2.8,km,12:00:12 AM,829,km/h,233.6° true,10/26/2021 15:57,N46° 05.196' W16° 11.914'
1846,10684,m,2.8,km,12:00:12 AM,829,km/h,233.6° true,10/26/2021 15:57,N46° 04.311' W16° 13.640'
1847,10693,m,3,km,12:00:13 AM,831,km/h,233.5° true,10/26/2021 15:57,N46° 03.427' W16° 15.367'
1848,10701,m,3,km,12:00:13 AM,832,km/h,233.5° true,10/26/2021 15:58,N46° 02.463' W16° 17.239'
1849,10705,m,2.5,km,12:00:11 AM,833,km/h,233.5° true,10/26/2021 15:58,N46° 01.500' W16° 19.114'
1850,10707,m,3,km,12:00:13 AM,835,km/h,233.5° true,10/26/2021 15:58,N46° 00.683' W16° 20.701'
1851,10711,m,2.6,km,12:00:11 AM,837,km/h,233.3° true,10/26/2021 15:58,N45° 59.715' W16° 22.580'
1852,10707,m,3.5,km,12:00:15 AM,836,km/h,233.3° true,10/26/2021 15:58,N45° 58.892' W16° 24.170'
1853,10705,m,2.5,km,12:00:11 AM,833,km/h,233.4° true,10/26/2021 15:59,N45° 57.770' W16° 26.335'
1854,10703,m,3.2,km,12:00:14 AM,831,km/h,233.3° true,10/26/2021 15:59,N45° 56.953' W16° 27.920'
1855,10704,m,3.5,km,12:00:15 AM,829,km/h,233.3° true,10/26/2021 15:59,N45° 55.913' W16° 29.928'
1856,10702,m,3.2,km,12:00:14 AM,828,km/h,233.3° true,10/26/2021 15:59,N45° 54.800' W16° 32.073'
1857,10699,m,3.4,km,12:00:15 AM,827,km/h,233.2° true,10/26/2021 16:00,N45° 53.762' W16° 34.073'
1858,10698,m,2.8,km,12:00:12 AM,826,km/h,233.2° true,10/26/2021 16:00,N45° 52.649' W16° 36.210'
1859,10703,m,3,km,12:00:13 AM,827,km/h,233.1° true,10/26/2021 16:00,N45° 51.759' W16° 37.916'
1860,10696,m,3,km,12:00:13 AM,825,km/h,233.2° true,10/26/2021 16:00,N45° 50.793' W16° 39.763'
1861,10694,m,3,km,12:00:13 AM,825,km/h,233.2° true,10/26/2021 16:00,N45° 49.830' W16° 41.608'
1862,10699,m,2.5,km,12:00:11 AM,825,km/h,233.2° true,10/26/2021 16:01,N45° 48.868' W16° 43.451'
1863,10707,m,2.3,km,12:00:10 AM,825,km/h,233.2° true,10/26/2021 16:01,N45° 48.054' W16° 45.012'
1864,10707,m,2.3,km,12:00:10 AM,826,km/h,233.2° true,10/26/2021 16:01,N45° 47.313' W16° 46.431'
1865,10704,m,2.8,km,12:00:12 AM,826,km/h,233.1° true,10/26/2021 16:01,N45° 46.571' W16° 47.851'
1866,10713,m,2.1,km,12:00:09 AM,826,km/h,233.1° true,10/26/2021 16:01,N45° 45.680' W16° 49.551'
1867,10708,m,2.1,km,12:00:09 AM,826,km/h,233.1° true,10/26/2021 16:01,N45° 45.010' W16° 50.826'
1868,10711,m,2.8,km,12:00:12 AM,826,km/h,233.0° true,10/26/2021 16:02,N45° 44.342' W16° 52.101'
1869,10695,m,2.1,km,12:00:09 AM,826,km/h,233.0° true,10/26/2021 16:02,N45° 43.449' W16° 53.798'
1870,10690,m,2.5,km,12:00:11 AM,825,km/h,233.0° true,10/26/2021 16:02,N45° 42.779' W16° 55.070'
1871,10687,m,2.5,km,12:00:11 AM,826,km/h,233.0° true,10/26/2021 16:02,N45° 41.961' W16° 56.625'
1872,10685,m,2.5,km,12:00:11 AM,827,km/h,233.0° true,10/26/2021 16:02,N45° 41.143' W16° 58.180'
1873,10682,m,2.1,km,12:00:09 AM,826,km/h,233.0° true,10/26/2021 16:03,N45° 40.323' W16° 59.736'
1874,10689,m,2.8,km,12:00:12 AM,827,km/h,232.9° true,10/26/2021 16:03,N45° 39.653' W17° 01.009'
1875,10695,m,2.8,km,12:00:12 AM,828,km/h,232.9° true,10/26/2021 16:03,N45° 38.756' W17° 02.704'
1876,10695,m,3,km,12:00:13 AM,828,km/h,232.9° true,10/26/2021 16:03,N45° 37.858' W17° 04.399'
1877,10709,m,3,km,12:00:13 AM,828,km/h,232.9° true,10/26/2021 16:03,N45° 36.886' W17° 06.237'
1878,10717,m,3,km,12:00:13 AM,829,km/h,232.9° true,10/26/2021 16:04,N45° 35.913' W17° 08.075'
1879,10717,m,3,km,12:00:13 AM,829,km/h,232.8° true,10/26/2021 16:04,N45° 34.939' W17° 09.912'
1880,10712,m,3,km,12:00:13 AM,828,km/h,232.7° true,10/26/2021 16:04,N45° 33.964' W17° 11.747'
1881,10709,m,3,km,12:00:13 AM,827,km/h,232.7° true,10/26/2021 16:04,N45° 32.988' W17° 13.579'
1882,10705,m,2.5,km,12:00:11 AM,827,km/h,232.8° true,10/26/2021 16:04,N45° 32.013' W17° 15.407'
1883,10701,m,2.1,km,12:00:09 AM,828,km/h,232.8° true,10/26/2021 16:05,N45° 31.188' W17° 16.956'
1884,10700,m,3.2,km,12:00:14 AM,827,km/h,232.8° true,10/26/2021 16:05,N45° 30.514' W17° 18.224'
1885,10699,m,3,km,12:00:13 AM,827,km/h,232.8° true,10/26/2021 16:05,N45° 29.465' W17° 20.194'
1886,10701,m,2.8,km,12:00:12 AM,828,km/h,232.7° true,10/26/2021 16:05,N45° 28.490' W17° 22.023'
1887,10701,m,2.5,km,12:00:11 AM,828,km/h,232.6° true,10/26/2021 16:05,N45° 27.589' W17° 23.709'
1888,10702,m,3.2,km,12:00:14 AM,828,km/h,232.5° true,10/26/2021 16:06,N45° 26.761' W17° 25.253'
1889,10698,m,3,km,12:00:13 AM,827,km/h,232.6° true,10/26/2021 16:06,N45° 25.705' W17° 27.214'
1890,10702,m,2.5,km,12:00:11 AM,827,km/h,232.7° true,10/26/2021 16:06,N45° 24.726' W17° 29.035'
1891,10699,m,2.8,km,12:00:12 AM,827,km/h,232.6° true,10/26/2021 16:06,N45° 23.901' W17° 30.577'
1892,10700,m,2.8,km,12:00:12 AM,827,km/h,232.5° true,10/26/2021 16:06,N45° 22.998' W17° 32.258'
1893,10702,m,2.5,km,12:00:11 AM,827,km/h,232.4° true,10/26/2021 16:07,N45° 22.094' W17° 33.937'
1894,10699,m,2.5,km,12:00:11 AM,826,km/h,232.5° true,10/26/2021 16:07,N45° 21.264' W17° 35.473'
1895,10703,m,2.5,km,12:00:11 AM,827,km/h,232.4° true,10/26/2021 16:07,N45° 20.436' W17° 37.009'
1896,10702,m,2.8,km,12:00:12 AM,827,km/h,232.5° true,10/26/2021 16:07,N45° 19.606' W17° 38.544'
1897,10700,m,2.1,km,12:00:09 AM,827,km/h,232.6° true,10/26/2021 16:07,N45° 18.702' W17° 40.220'
1898,10706,m,3.2,km,12:00:14 AM,827,km/h,232.5° true,10/26/2021 16:07,N45° 18.026' W17° 41.478'
1899,10709,m,2.5,km,12:00:11 AM,828,km/h,232.4° true,10/26/2021 16:08,N45° 16.970' W17° 43.433'
1900,10706,m,2.8,km,12:00:12 AM,827,km/h,232.4° true,10/26/2021 16:08,N45° 16.137' W17° 44.967'
1901,10703,m,2.8,km,12:00:12 AM,828,km/h,232.3° true,10/26/2021 16:08,N45° 15.231' W17° 46.639'
1902,10701,m,2.8,km,12:00:12 AM,828,km/h,232.4° true,10/26/2021 16:08,N45° 14.321' W17° 48.310'
1903,10699,m,2.3,km,12:00:10 AM,827,km/h,232.3° true,10/26/2021 16:08,N45° 13.413' W17° 49.983'
1904,10696,m,2.1,km,12:00:09 AM,827,km/h,232.3° true,10/26/2021 16:09,N45° 12.656' W17° 51.375'
1905,10693,m,2.1,km,12:00:09 AM,827,km/h,232.4° true,10/26/2021 16:09,N45° 11.975' W17° 52.627'
1906,10697,m,2.5,km,12:00:11 AM,827,km/h,232.3° true,10/26/2021 16:09,N45° 11.295' W17° 53.879'
1907,10703,m,2.8,km,12:00:12 AM,826,km/h,232.3° true,10/26/2021 16:09,N45° 10.463' W17° 55.408'
1908,10702,m,2.3,km,12:00:10 AM,825,km/h,232.4° true,10/26/2021 16:09,N45° 09.555' W17° 57.072'
1909,10701,m,2.3,km,12:00:10 AM,824,km/h,232.3° true,10/26/2021 16:10,N45° 08.801' W17° 58.458'
1910,10703,m,2.7,km,12:00:12 AM,823,km/h,232.3° true,10/26/2021 16:10,N45° 08.046' W17° 59.842'
1911,10700,m,2.5,km,12:00:11 AM,823,km/h,232.2° true,10/26/2021 16:10,N45° 07.140' W18° 01.500'
1912,10701,m,3.4,km,12:00:15 AM,823,km/h,232.1° true,10/26/2021 16:10,N45° 06.310' W18° 03.017'
1913,10699,m,2.5,km,12:00:11 AM,822,km/h,232.2° true,10/26/2021 16:10,N45° 05.175' W18° 05.082'
1914,10705,m,3.2,km,12:00:14 AM,822,km/h,232.2° true,10/26/2021 16:10,N45° 04.344' W18° 06.596'
1915,10711,m,2.7,km,12:00:12 AM,822,km/h,232.2° true,10/26/2021 16:11,N45° 03.288' W18° 08.522'
1916,10713,m,2.3,km,12:00:10 AM,821,km/h,232.0° true,10/26/2021 16:11,N45° 02.382' W18° 10.173'
1917,10713,m,2.3,km,12:00:10 AM,820,km/h,232.1° true,10/26/2021 16:11,N45° 01.626' W18° 11.544'
1918,10710,m,2.5,km,12:00:11 AM,819,km/h,232.1° true,10/26/2021 16:11,N45° 00.871' W18° 12.915'
1919,10709,m,2.5,km,12:00:11 AM,819,km/h,232.2° true,10/26/2021 16:11,N45° 00.041' W18° 14.419'
1920,10706,m,2.7,km,12:00:12 AM,818,km/h,231.9° true,10/26/2021 16:12,N44° 59.214' W18° 15.925'
1921,10698,m,2.7,km,12:00:12 AM,818,km/h,232.0° true,10/26/2021 16:12,N44° 58.308' W18° 17.559'
1922,10697,m,2.5,km,12:00:11 AM,817,km/h,232.0° true,10/26/2021 16:12,N44° 57.403' W18° 19.194'
1923,10703,m,3.2,km,12:00:14 AM,818,km/h,231.9° true,10/26/2021 16:12,N44° 56.575' W18° 20.693'
1924,10700,m,2.7,km,12:00:12 AM,817,km/h,231.9° true,10/26/2021 16:12,N44° 55.517' W18° 22.598'
1925,10693,m,2.5,km,12:00:11 AM,818,km/h,231.9° true,10/26/2021 16:13,N44° 54.611' W18° 24.230'
1926,10688,m,3.4,km,12:00:15 AM,818,km/h,232.0° true,10/26/2021 16:13,N44° 53.780' W18° 25.726'
1927,10690,m,2.5,km,12:00:11 AM,818,km/h,231.9° true,10/26/2021 16:13,N44° 52.649' W18° 27.769'
1928,10686,m,2.3,km,12:00:10 AM,817,km/h,231.9° true,10/26/2021 16:13,N44° 51.818' W18° 29.265'
1929,10683,m,2.5,km,12:00:11 AM,816,km/h,231.8° true,10/26/2021 16:13,N44° 51.063' W18° 30.622'
1930,10684,m,2.5,km,12:00:11 AM,816,km/h,231.9° true,10/26/2021 16:14,N44° 50.233' W18° 32.112'
1931,10688,m,2.7,km,12:00:12 AM,817,km/h,231.8° true,10/26/2021 16:14,N44° 49.404' W18° 33.603'
1932,10685,m,2.9,km,12:00:13 AM,815,km/h,231.9° true,10/26/2021 16:14,N44° 48.497' W18° 35.228'
1933,10694,m,2.7,km,12:00:12 AM,815,km/h,231.9° true,10/26/2021 16:14,N44° 47.516' W18° 36.987'
1934,10709,m,3.2,km,12:00:14 AM,816,km/h,231.8° true,10/26/2021 16:14,N44° 46.613' W18° 38.612'
1935,10713,m,2,km,12:00:09 AM,816,km/h,231.7° true,10/26/2021 16:15,N44° 45.555' W18° 40.505'
1936,10711,m,1.8,km,12:00:08 AM,817,km/h,231.6° true,10/26/2021 16:15,N44° 44.874' W18° 41.721'
1937,10706,m,2.5,km,12:00:11 AM,817,km/h,231.7° true,10/26/2021 16:15,N44° 44.266' W18° 42.800'
1938,10708,m,2.3,km,12:00:10 AM,816,km/h,231.8° true,10/26/2021 16:15,N44° 43.432' W18° 44.286'
1939,10714,m,3,km,12:00:13 AM,817,km/h,231.7° true,10/26/2021 16:15,N44° 42.676' W18° 45.637'
1940,10722,m,2.3,km,12:00:10 AM,817,km/h,231.6° true,10/26/2021 16:15,N44° 41.690' W18° 47.393'
1941,10715,m,2,km,12:00:09 AM,818,km/h,231.6° true,10/26/2021 16:16,N44° 40.931' W18° 48.743'
1942,10712,m,2.3,km,12:00:10 AM,819,km/h,231.6° true,10/26/2021 16:16,N44° 40.246' W18° 49.957'
1943,10709,m,2.3,km,12:00:10 AM,820,km/h,231.6° true,10/26/2021 16:16,N44° 39.484' W18° 51.308'
1944,10710,m,2.5,km,12:00:11 AM,819,km/h,231.8° true,10/26/2021 16:16,N44° 38.722' W18° 52.660'
1945,10723,m,2.5,km,12:00:11 AM,819,km/h,231.6° true,10/26/2021 16:16,N44° 37.887' W18° 54.149'
1946,10727,m,2.5,km,12:00:11 AM,819,km/h,231.5° true,10/26/2021 16:17,N44° 37.051' W18° 55.635'
1947,10720,m,2.5,km,12:00:11 AM,819,km/h,231.5° true,10/26/2021 16:17,N44° 36.211' W18° 57.117'
1948,10717,m,2,km,12:00:09 AM,818,km/h,231.4° true,10/26/2021 16:17,N44° 35.370' W18° 58.599'
1949,10716,m,2.3,km,12:00:10 AM,817,km/h,231.4° true,10/26/2021 16:17,N44° 34.683' W18° 59.808'
1950,10714,m,3.4,km,12:00:15 AM,816,km/h,231.5° true,10/26/2021 16:17,N44° 33.921' W19° 01.151'
1951,10718,m,2.9,km,12:00:13 AM,817,km/h,231.6° true,10/26/2021 16:17,N44° 32.781' W19° 03.164'
1952,10718,m,2.5,km,12:00:11 AM,816,km/h,231.5° true,10/26/2021 16:18,N44° 31.793' W19° 04.911'
1953,10715,m,2.3,km,12:00:10 AM,817,km/h,231.4° true,10/26/2021 16:18,N44° 30.957' W19° 06.387'
1954,10714,m,2.7,km,12:00:12 AM,817,km/h,231.4° true,10/26/2021 16:18,N44° 30.193' W19° 07.726'
1955,10715,m,2.5,km,12:00:11 AM,817,km/h,231.4° true,10/26/2021 16:18,N44° 29.278' W19° 09.335'
1956,10717,m,2.7,km,12:00:12 AM,816,km/h,231.3° true,10/26/2021 16:18,N44° 28.438' W19° 10.808'
1957,10721,m,2.7,km,12:00:12 AM,817,km/h,231.5° true,10/26/2021 16:19,N44° 27.522' W19° 12.413'
1958,10722,m,2.5,km,12:00:11 AM,816,km/h,231.4° true,10/26/2021 16:19,N44° 26.607' W19° 14.022'
1959,10721,m,2.7,km,12:00:12 AM,816,km/h,231.3° true,10/26/2021 16:19,N44° 25.770' W19° 15.493'
1960,10716,m,3.2,km,12:00:14 AM,816,km/h,231.3° true,10/26/2021 16:19,N44° 24.854' W19° 17.095'
1961,10719,m,2.3,km,12:00:10 AM,817,km/h,231.1° true,10/26/2021 16:19,N44° 23.784' W19° 18.964'
1962,10713,m,2.7,km,12:00:12 AM,816,km/h,231.2° true,10/26/2021 16:20,N44° 23.017' W19° 20.296'
1963,10709,m,3.2,km,12:00:14 AM,815,km/h,231.3° true,10/26/2021 16:20,N44° 22.099' W19° 21.895'
1964,10715,m,2.9,km,12:00:13 AM,815,km/h,231.2° true,10/26/2021 16:20,N44° 21.030' W19° 23.761'
1965,10714,m,2.9,km,12:00:13 AM,815,km/h,231.2° true,10/26/2021 16:20,N44° 20.036' W19° 25.490'
1966,10713,m,2.9,km,12:00:13 AM,814,km/h,231.3° true,10/26/2021 16:20,N44° 19.041' W19° 27.217'
1967,10717,m,2.5,km,12:00:11 AM,815,km/h,231.3° true,10/26/2021 16:21,N44° 18.050' W19° 28.944'
1968,10718,m,2.7,km,12:00:12 AM,814,km/h,231.2° true,10/26/2021 16:21,N44° 17.210' W19° 30.406'
1969,10718,m,2.9,km,12:00:13 AM,814,km/h,231.1° true,10/26/2021 16:21,N44° 16.292' W19° 31.997'
1970,10722,m,2.9,km,12:00:13 AM,814,km/h,231.0° true,10/26/2021 16:21,N44° 15.298' W19° 33.720'
1971,10719,m,2.5,km,12:00:11 AM,813,km/h,231.1° true,10/26/2021 16:21,N44° 14.301' W19° 35.438'
1972,10721,m,2.3,km,12:00:10 AM,813,km/h,231.1° true,10/26/2021 16:22,N44° 13.460' W19° 36.891'
1973,10725,m,3.2,km,12:00:14 AM,813,km/h,231.2° true,10/26/2021 16:22,N44° 12.696' W19° 38.213'
1974,10727,m,2.3,km,12:00:10 AM,814,km/h,231.1° true,10/26/2021 16:22,N44° 11.628' W19° 40.064'
1975,10725,m,2.5,km,12:00:11 AM,814,km/h,231.1° true,10/26/2021 16:22,N44° 10.862' W19° 41.386'
1976,10729,m,2.9,km,12:00:13 AM,815,km/h,231.1° true,10/26/2021 16:22,N44° 10.020' W19° 42.840'
1977,10730,m,2.7,km,12:00:12 AM,814,km/h,231.0° true,10/26/2021 16:23,N44° 09.023' W19° 44.559'
1978,10731,m,2.9,km,12:00:13 AM,814,km/h,230.9° true,10/26/2021 16:23,N44° 08.103' W19° 46.142'
1979,10720,m,2.5,km,12:00:11 AM,814,km/h,230.8° true,10/26/2021 16:23,N44° 07.103' W19° 47.856'
1980,10719,m,2.5,km,12:00:11 AM,814,km/h,231.0° true,10/26/2021 16:23,N44° 06.256' W19° 49.302'
1981,10721,m,2.7,km,12:00:12 AM,814,km/h,230.9° true,10/26/2021 16:23,N44° 05.413' W19° 50.752'
1982,10718,m,3.6,km,12:00:16 AM,814,km/h,230.9° true,10/26/2021 16:24,N44° 04.491' W19° 52.333'
1983,10723,m,2.7,km,12:00:12 AM,815,km/h,230.9° true,10/26/2021 16:24,N44° 03.261' W19° 54.440'
1984,10723,m,2.3,km,12:00:10 AM,814,km/h,230.9° true,10/26/2021 16:24,N44° 02.337' W19° 56.019'
1985,10723,m,1.8,km,12:00:08 AM,815,km/h,231.8° true,10/26/2021 16:24,N44° 01.568' W19° 57.335'
1986,10722,m,1.8,km,12:00:08 AM,815,km/h,233.6° true,10/26/2021 16:24,N44° 00.964' W19° 58.402'
1987,10717,m,2,km,12:00:09 AM,815,km/h,235.2° true,10/26/2021 16:25,N44° 00.385' W19° 59.494'
1988,10716,m,2,km,12:00:09 AM,814,km/h,237.0° true,10/26/2021 16:25,N43° 59.757' W20° 00.747'
1989,10716,m,1.8,km,12:00:08 AM,813,km/h,238.8° true,10/26/2021 16:25,N43° 59.161' W20° 02.026'
1990,10718,m,2.3,km,12:00:10 AM,813,km/h,240.0° true,10/26/2021 16:25,N43° 58.655' W20° 03.183'
1991,10718,m,2,km,12:00:09 AM,813,km/h,239.9° true,10/26/2021 16:25,N43° 58.046' W20° 04.647'
1992,10725,m,2.7,km,12:00:12 AM,813,km/h,239.7° true,10/26/2021 16:25,N43° 57.496' W20° 05.963'
1993,10731,m,2.5,km,12:00:11 AM,813,km/h,239.6° true,10/26/2021 16:25,N43° 56.758' W20° 07.715'
1994,10732,m,2.3,km,12:00:10 AM,814,km/h,239.6° true,10/26/2021 16:26,N43° 56.080' W20° 09.318'
1995,10730,m,2.9,km,12:00:13 AM,814,km/h,239.6° true,10/26/2021 16:26,N43° 55.463' W20° 10.777'
1996,10736,m,3.2,km,12:00:14 AM,815,km/h,239.5° true,10/26/2021 16:26,N43° 54.662' W20° 12.674'
1997,10732,m,3.4,km,12:00:15 AM,814,km/h,239.5° true,10/26/2021 16:26,N43° 53.793' W20° 14.716'
1998,10735,m,3.2,km,12:00:14 AM,813,km/h,239.6° true,10/26/2021 16:27,N43° 52.865' W20° 16.901'
1999,10735,m,2.3,km,12:00:10 AM,814,km/h,239.6° true,10/26/2021 16:27,N43° 52.001' W20° 18.940'
2000,10740,m,2.5,km,12:00:11 AM,814,km/h,239.6° true,10/26/2021 16:27,N43° 51.385' W20° 20.398'
2001,10741,m,2.9,km,12:00:13 AM,815,km/h,239.3° true,10/26/2021 16:27,N43° 50.706' W20° 22.001'
2002,10731,m,2.5,km,12:00:11 AM,813,km/h,239.5° true,10/26/2021 16:27,N43° 49.897' W20° 23.891'
